field;option_set;is_global;value;label
cr56f_liningrf;cr56f_lining;true;979580000;Leather
cr56f_liningrf;cr56f_lining;true;979580001;Synthetic Fur
cr56f_liningrf;cr56f_lining;true;979580002;Real Fur
cr56f_liningrf;cr56f_lining;true;979580003;Sympatex
cr56f_liningrf;cr56f_lining;true;979580004;Diabetic
cr56f_liningrf;cr56f_lining;true;979580005;Microfiber
cr56f_medialheelwidthlf;cr56f_wpp_110;true;979580001;1
cr56f_medialheelwidthlf;cr56f_wpp_110;true;979580002;2
cr56f_medialheelwidthlf;cr56f_wpp_110;true;979580003;3
cr56f_medialheelwidthlf;cr56f_wpp_110;true;979580004;4
cr56f_medialheelwidthlf;cr56f_wpp_110;true;979580005;5
cr56f_medialheelwidthlf;cr56f_wpp_110;true;979580006;6
cr56f_medialheelwidthlf;cr56f_wpp_110;true;979580007;7
cr56f_medialheelwidthlf;cr56f_wpp_110;true;979580008;8
cr56f_medialheelwidthlf;cr56f_wpp_110;true;979580009;9
cr56f_medialheelwidthlf;cr56f_wpp_110;true;979580010;10
cr56f_medialheelwidthrf;cr56f_wpp_110;true;979580001;1
cr56f_medialheelwidthrf;cr56f_wpp_110;true;979580002;2
cr56f_medialheelwidthrf;cr56f_wpp_110;true;979580003;3
cr56f_medialheelwidthrf;cr56f_wpp_110;true;979580004;4
cr56f_medialheelwidthrf;cr56f_wpp_110;true;979580005;5
cr56f_medialheelwidthrf;cr56f_wpp_110;true;979580006;6
cr56f_medialheelwidthrf;cr56f_wpp_110;true;979580007;7
cr56f_medialheelwidthrf;cr56f_wpp_110;true;979580008;8
cr56f_medialheelwidthrf;cr56f_wpp_110;true;979580009;9
cr56f_medialheelwidthrf;cr56f_wpp_110;true;979580010;10
cr56f_medialjointwidthlf;cr56f_wpp_110;true;979580001;1
cr56f_medialjointwidthlf;cr56f_wpp_110;true;979580002;2
cr56f_medialjointwidthlf;cr56f_wpp_110;true;979580003;3
cr56f_medialjointwidthlf;cr56f_wpp_110;true;979580004;4
cr56f_medialjointwidthlf;cr56f_wpp_110;true;979580005;5
cr56f_medialjointwidthlf;cr56f_wpp_110;true;979580006;6
cr56f_medialjointwidthlf;cr56f_wpp_110;true;979580007;7
cr56f_medialjointwidthlf;cr56f_wpp_110;true;979580008;8
cr56f_medialjointwidthlf;cr56f_wpp_110;true;979580009;9
cr56f_medialjointwidthlf;cr56f_wpp_110;true;979580010;10
cr56f_medialjointwidthrf;cr56f_wpp_110;true;979580001;1
cr56f_medialjointwidthrf;cr56f_wpp_110;true;979580002;2
cr56f_medialjointwidthrf;cr56f_wpp_110;true;979580003;3
cr56f_medialjointwidthrf;cr56f_wpp_110;true;979580004;4
cr56f_medialjointwidthrf;cr56f_wpp_110;true;979580005;5
cr56f_medialjointwidthrf;cr56f_wpp_110;true;979580006;6
cr56f_medialjointwidthrf;cr56f_wpp_110;true;979580007;7
cr56f_medialjointwidthrf;cr56f_wpp_110;true;979580008;8
cr56f_medialjointwidthrf;cr56f_wpp_110;true;979580009;9
cr56f_medialjointwidthrf;cr56f_wpp_110;true;979580010;10
cr56f_productionstate;cr56f_productionstate;true;979580000;order received
cr56f_productionstate;cr56f_productionstate;true;979580001;in preparation
cr56f_productionstate;cr56f_productionstate;true;979580005;cutting
cr56f_productionstate;cr56f_productionstate;true;979580015;stitching
cr56f_productionstate;cr56f_productionstate;true;979580025;mounting
cr56f_productionstate;cr56f_productionstate;true;979580035;finishing
cr56f_productionstate;cr56f_productionstate;true;979580007;delivered
cr56f_productionstate;cr56f_productionstate;true;979580008;fitting
cr56f_productionstate;cr56f_productionstate;true;979580002;modeling
cr56f_productionstate;cr56f_productionstate;true;979580003;preparing
cr56f_shoeunit;cr56f_wpp_shoe_unit;true;979580000;Left Foot
cr56f_shoeunit;cr56f_wpp_shoe_unit;true;979580001;Right Foot
cr56f_shoeunit;cr56f_wpp_shoe_unit;true;979580002;Pair
cr56f_shoeunit;cr56f_wpp_shoe_unit;true;979580004;Left and Right foot
cr56f_shoeunit;cr56f_wpp_shoe_unit;true;979580005;Different sizes
cr56f_state_approval;cr56f_orderstate;true;0;registered
cr56f_state_approval;cr56f_orderstate;true;979580001;under analysis
cr56f_state_approval;cr56f_orderstate;true;979580002;approved
cr56f_state_approval;cr56f_orderstate;true;979580003;refused
cr56f_state_approval;cr56f_orderstate;true;979580004;need attention
cr56f_state_approval;cr56f_orderstate;true;979580005;awaiting payment
cr56f_stiffenerhardnesslf;cr56f_stiffener;true;979580000;Soft
cr56f_stiffenerhardnesslf;cr56f_stiffener;true;979580001;Standard
cr56f_stiffenerhardnesslf;cr56f_stiffener;true;979580002;Hard
cr56f_stiffenerhardnesslf;cr56f_stiffener;true;979580003;Double
cr56f_stiffenerhardnesslf;cr56f_stiffener;true;979580004;Extra padding
cr56f_stiffenerhardnessrf;cr56f_stiffener;true;979580000;Soft
cr56f_stiffenerhardnessrf;cr56f_stiffener;true;979580001;Standard
cr56f_stiffenerhardnessrf;cr56f_stiffener;true;979580002;Hard
cr56f_stiffenerhardnessrf;cr56f_stiffener;true;979580003;Double
cr56f_stiffenerhardnessrf;cr56f_stiffener;true;979580004;Extra padding
cr56f_toepuffslf;cr56f_wpp_toe_puffs;true;979580000;Soft
cr56f_toepuffslf;cr56f_wpp_toe_puffs;true;979580001;Standard
cr56f_toepuffslf;cr56f_wpp_toe_puffs;true;979580002;Hard
cr56f_toepuffsrf;cr56f_wpp_toe_puffs;true;979580000;Soft
cr56f_toepuffsrf;cr56f_wpp_toe_puffs;true;979580001;Standard
cr56f_toepuffsrf;cr56f_wpp_toe_puffs;true;979580002;Hard
cr56f_zipperlf;cr56f_wpp_zipper;true;979580003;4 Lateral Zipper Next to closure + medial lace
cr56f_zipperlf;cr56f_wpp_zipper;true;979580000;1 Medial Zipper Next to closure
cr56f_zipperlf;cr56f_wpp_zipper;true;979580001;2 Medial Zipper Side
cr56f_zipperlf;cr56f_wpp_zipper;true;979580002;3 Lateral Zipper Next to closure
cr56f_zipperrf;cr56f_wpp_zipper;true;979580003;4 Lateral Zipper Next to closure + medial lace
cr56f_zipperrf;cr56f_wpp_zipper;true;979580000;1 Medial Zipper Next to closure
cr56f_zipperrf;cr56f_wpp_zipper;true;979580001;2 Medial Zipper Side
cr56f_zipperrf;cr56f_wpp_zipper;true;979580002;3 Lateral Zipper Next to closure
