field;option_set;is_global;value;label
cr56f_4hw_medialrf;cr56f_wpp_120;true;979580018;19
cr56f_4hw_medialrf;cr56f_wpp_120;true;979580019;20
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580099;--
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580000;1
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580001;2
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580002;3
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580003;4
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580004;5
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580005;6
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580006;7
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580007;8
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580008;9
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580009;10
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580010;11
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580011;12
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580012;13
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580013;14
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580014;15
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580015;16
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580016;17
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580017;18
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580018;19
cr56f_4sw_laterallf;cr56f_wpp_120;true;979580019;20
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580099;--
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580000;1
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580001;2
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580002;3
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580003;4
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580004;5
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580005;6
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580006;7
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580007;8
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580008;9
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580009;10
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580010;11
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580011;12
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580012;13
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580013;14
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580014;15
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580015;16
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580016;17
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580017;18
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580018;19
cr56f_4sw_lateralrf;cr56f_wpp_120;true;979580019;20
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580099;--
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580000;1
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580001;2
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580002;3
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580003;4
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580004;5
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580005;6
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580006;7
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580007;8
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580008;9
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580009;10
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580010;11
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580011;12
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580012;13
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580013;14
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580014;15
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580015;16
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580016;17
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580017;18
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580018;19
cr56f_4sw_mediallf;cr56f_wpp_120;true;979580019;20
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580099;--
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580000;1
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580001;2
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580002;3
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580003;4
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580004;5
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580005;6
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580006;7
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580007;8
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580008;9
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580009;10
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580010;11
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580011;12
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580012;13
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580013;14
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580014;15
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580015;16
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580016;17
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580017;18
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580018;19
cr56f_4sw_medialrf;cr56f_wpp_120;true;979580019;20
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580000;EVA Black
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580017;EVA Brown
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580001;EVA Taupe
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580002;EVA Grey
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580003;EVA White
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580010;EVA Lightweight Amber
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580004;EVA Lightweight Black
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580005;EVA Lightweight Taupe
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580011;EVA Lightweight Off-White
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580006;Sportive Black
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580007;Sportive Beige
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580008;Sportive Grey
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580009;Sportive White
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580012;Full Rubber Black
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580013;Full Rubber Amber
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580014;Full Rubber Blue
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580015;Full Rubber Pink
cr56f_6evawedgecolourlf;cr56f_evawedgecolour;true;979580016;Full Rubber White
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580000;EVA Black
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580017;EVA Brown
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580001;EVA Taupe
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580002;EVA Grey
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580003;EVA White
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580010;EVA Lightweight Amber
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580004;EVA Lightweight Black
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580005;EVA Lightweight Taupe
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580011;EVA Lightweight Off-White
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580006;Sportive Black
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580007;Sportive Beige
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580008;Sportive Grey
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580009;Sportive White
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580012;Full Rubber Black
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580013;Full Rubber Amber
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580014;Full Rubber Blue
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580015;Full Rubber Pink
cr56f_6evawedgecolourrf;cr56f_evawedgecolour;true;979580016;Full Rubber White
cr56f_6puevabumperlf;cr56f_puevabumper;true;979580000;PU Black
cr56f_6puevabumperlf;cr56f_puevabumper;true;979580001;PU White
cr56f_6puevabumperlf;cr56f_puevabumper;true;979580002;EVA Black
cr56f_6puevabumperlf;cr56f_puevabumper;true;979580003;EVA White
cr56f_6puevabumperrf;cr56f_puevabumper;true;979580000;PU Black
cr56f_6puevabumperrf;cr56f_puevabumper;true;979580001;PU White
cr56f_6puevabumperrf;cr56f_puevabumper;true;979580002;EVA Black
cr56f_6puevabumperrf;cr56f_puevabumper;true;979580003;EVA White
cr56f_6runnersolelf;cr56f_runnersole;true;979580000;Piedro Runner Black
cr56f_6runnersolelf;cr56f_runnersole;true;979580001;Piedro Runner Amber
cr56f_6runnersolelf;cr56f_runnersole;true;979580002;Rubber Black
cr56f_6runnersolelf;cr56f_runnersole;true;979580003;Rubber Amber
cr56f_6runnersolelf;cr56f_runnersole;true;979580004;Fish Black
cr56f_6runnersolelf;cr56f_runnersole;true;979580005;Fish Amber
cr56f_6runnersolelf;cr56f_runnersole;true;979580006;Tire Black
cr56f_6runnersolelf;cr56f_runnersole;true;979580007;Tire Amber
cr56f_6runnersolelf;cr56f_runnersole;true;979580008;EVA Nora Astro Star Lightweight Black
cr56f_6runnersolelf;cr56f_runnersole;true;979580009;EVA Nora Astro Star Lightweight Amber
cr56f_6runnersolelf;cr56f_runnersole;true;979580010;EVA Lightweight Port Flex Black
cr56f_6runnersolelf;cr56f_runnersole;true;979580011;EVA Lightweight Port Flex Amber
cr56f_6runnersolelf;cr56f_runnersole;true;979580012;Lightweight Vibram Sole Black
cr56f_6runnersolelf;cr56f_runnersole;true;979580013;Lightweight Vibram Sole Brown
cr56f_6runnersolelf;cr56f_runnersole;true;979580014;Lightweight Sole Forli Uomo
cr56f_6runnersolelf;cr56f_runnersole;true;979580015;Full Rubber Sole Montana Black
cr56f_6runnersolelf;cr56f_runnersole;true;979580016;Full Rubber Sole Montana Brown
cr56f_6runnersolelf;cr56f_runnersole;true;979580017;Nora Sole Plate Blue with Light Body Colour
cr56f_6runnersolelf;cr56f_runnersole;true;979580018;Nora Sole Plate Black with Light Body Colour
cr56f_6runnersolelf;cr56f_runnersole;true;979580019;Nora Sole Plate Black with Black Body Colour
cr56f_6runnersolerf;cr56f_runnersole;true;979580000;Piedro Runner Black
cr56f_6runnersolerf;cr56f_runnersole;true;979580001;Piedro Runner Amber
cr56f_6runnersolerf;cr56f_runnersole;true;979580002;Rubber Black
cr56f_6runnersolerf;cr56f_runnersole;true;979580003;Rubber Amber
cr56f_6runnersolerf;cr56f_runnersole;true;979580004;Fish Black
cr56f_6runnersolerf;cr56f_runnersole;true;979580005;Fish Amber
cr56f_6runnersolerf;cr56f_runnersole;true;979580006;Tire Black
cr56f_6runnersolerf;cr56f_runnersole;true;979580007;Tire Amber
cr56f_6runnersolerf;cr56f_runnersole;true;979580008;EVA Nora Astro Star Lightweight Black
cr56f_6runnersolerf;cr56f_runnersole;true;979580009;EVA Nora Astro Star Lightweight Amber
cr56f_6runnersolerf;cr56f_runnersole;true;979580010;EVA Lightweight Port Flex Black
cr56f_6runnersolerf;cr56f_runnersole;true;979580011;EVA Lightweight Port Flex Amber
cr56f_6runnersolerf;cr56f_runnersole;true;979580012;Lightweight Vibram Sole Black
cr56f_6runnersolerf;cr56f_runnersole;true;979580013;Lightweight Vibram Sole Brown
cr56f_6runnersolerf;cr56f_runnersole;true;979580014;Lightweight Sole Forli Uomo
cr56f_6runnersolerf;cr56f_runnersole;true;979580015;Full Rubber Sole Montana Black
cr56f_6runnersolerf;cr56f_runnersole;true;979580016;Full Rubber Sole Montana Brown
cr56f_6runnersolerf;cr56f_runnersole;true;979580017;Nora Sole Plate Blue with Light Body Colour
cr56f_6runnersolerf;cr56f_runnersole;true;979580018;Nora Sole Plate Black with Light Body Colour
cr56f_6runnersolerf;cr56f_runnersole;true;979580019;Nora Sole Plate Black with Black Body Colour
cr56f_6spoilerlf;cr56f_spoiler;true;979580000;Black
cr56f_6spoilerlf;cr56f_spoiler;true;979580001;Dark Brown
cr56f_6spoilerlf;cr56f_spoiler;true;979580002;Light Grey
cr56f_6spoilerlf;cr56f_spoiler;true;979580003;Dark Grey
cr56f_6spoilerlf;cr56f_spoiler;true;979580004;Dark Blue
cr56f_6spoilerlf;cr56f_spoiler;true;979580005;Red
cr56f_6spoilerlf;cr56f_spoiler;true;979580006;Amber
cr56f_6spoilerlf;cr56f_spoiler;true;979580007;Cobalt
cr56f_6spoilerrf;cr56f_spoiler;true;979580000;Black
cr56f_6spoilerrf;cr56f_spoiler;true;979580001;Dark Brown
cr56f_6spoilerrf;cr56f_spoiler;true;979580002;Light Grey
cr56f_6spoilerrf;cr56f_spoiler;true;979580003;Dark Grey
cr56f_6spoilerrf;cr56f_spoiler;true;979580004;Dark Blue
cr56f_6spoilerrf;cr56f_spoiler;true;979580005;Red
cr56f_6spoilerrf;cr56f_spoiler;true;979580006;Amber
cr56f_6spoilerrf;cr56f_spoiler;true;979580007;Cobalt
cr56f_7zsmprefabsolelf;cr56f_zsmprefabsoles;true;979580001;Sneaker White 09
cr56f_7zsmprefabsolelf;cr56f_zsmprefabsoles;true;979580002;Sneaker Light Beige 19
cr56f_7zsmprefabsolelf;cr56f_zsmprefabsoles;true;979580003;Sneaker Black 81
cr56f_7zsmprefabsolelf;cr56f_zsmprefabsoles;true;979580004;Runner White 09
cr56f_7zsmprefabsolelf;cr56f_zsmprefabsoles;true;979580005;Runner Light Grey 56
cr56f_7zsmprefabsolelf;cr56f_zsmprefabsoles;true;979580006;Runner Black 81
cr56f_7zsmprefabsolerf;cr56f_zsmprefabsoles;true;979580001;Sneaker White 09
cr56f_7zsmprefabsolerf;cr56f_zsmprefabsoles;true;979580002;Sneaker Light Beige 19
cr56f_7zsmprefabsolerf;cr56f_zsmprefabsoles;true;979580003;Sneaker Black 81
cr56f_7zsmprefabsolerf;cr56f_zsmprefabsoles;true;979580004;Runner White 09
cr56f_7zsmprefabsolerf;cr56f_zsmprefabsoles;true;979580005;Runner Light Grey 56
cr56f_7zsmprefabsolerf;cr56f_zsmprefabsoles;true;979580006;Runner Black 81
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580009;09 White
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580017;17 Beige
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580019;19 Light Beige
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580030;30 Honey
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580032;32 Yellow
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580034;34 Orange
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580035;35 Mid Brown
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580038;38 Green
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580041;41 Taupe
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580046;46 Brown
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580056;56 Grey
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580078;78 Blue
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580081;81 Black
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580102;102 Red
cr56f_7zsmsolesheetcolourlf;cr56f_zsmsolesheetcolours;true;979580103;103 Blue
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580009;09 White
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580017;17 Beige
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580019;19 Light Beige
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580030;30 Honey
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580032;32 Yellow
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580034;34 Orange
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580035;35 Mid Brown
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580038;38 Green
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580041;41 Taupe
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580046;46 Brown
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580056;56 Grey
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580078;78 Blue
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580081;81 Black
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580102;102 Red
cr56f_7zsmsolesheetcolourrf;cr56f_zsmsolesheetcolours;true;979580103;103 Blue
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580001;EVA Lavero Soft 6 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580002;EVA Lavero Soft 8 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580003;EVA Mandorlo 6 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580004;Optimum  6 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580005;Vibram 8870 5 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580006;Vibram 8860 6 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580007;EVA Rubber Astro Star 4 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580008;EVA Rubber Astro Star 6 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580009;EVA Rubber Astrolight Delta 4 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580010;EVA Rubber Astrolight Delta 6 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580011;EVA Rubber Anna 4 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580012;EVA Rubber Anna 6 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580013;Lavero Flex Rubber 4 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580014;Lavero Flex Rubber 6 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580015;Rubber Tire 6 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580016;Vibram 2002  6 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580017;Jony Sole 6 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580018;Astrolight Delta 6 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580019;Tire 8 mm
cr56f_7zsmsolesheetlf;cr56f_zsmsolesheets;true;979580020;Sportflex 8mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580001;EVA Lavero Soft 6 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580002;EVA Lavero Soft 8 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580003;EVA Mandorlo 6 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580004;Optimum  6 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580005;Vibram 8870 5 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580006;Vibram 8860 6 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580007;EVA Rubber Astro Star 4 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580008;EVA Rubber Astro Star 6 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580009;EVA Rubber Astrolight Delta 4 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580010;EVA Rubber Astrolight Delta 6 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580011;EVA Rubber Anna 4 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580012;EVA Rubber Anna 6 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580013;Lavero Flex Rubber 4 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580014;Lavero Flex Rubber 6 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580015;Rubber Tire 6 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580016;Vibram 2002  6 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580017;Jony Sole 6 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580018;Astrolight Delta 6 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580019;Tire 8 mm
cr56f_7zsmsolesheetrf;cr56f_zsmsolesheets;true;979580020;Sportflex 8mm
cr56f_additionsconfirmation;cr56f_wpp_orders_cr56f_additionsconfirmation;true;1;Confirmed
cr56f_additionsconfirmation;cr56f_wpp_orders_cr56f_additionsconfirmation;true;2;No additions
cr56f_closurelaceslf;cr56f_wpp_closure_laces;true;979580000;Eyelets
cr56f_closurelaceslf;cr56f_wpp_closure_laces;true;979580001;Hooks
cr56f_closurelaceslf;cr56f_wpp_closure_laces;true;979580002;D-Rings
cr56f_closurelaceslf;cr56f_wpp_closure_laces;true;979580003;Blind Eyelets
cr56f_closurelaceslf;cr56f_wpp_closure_laces;true;979580004;Buckle & Strap
cr56f_closurelaceslf;cr56f_wpp_closure_laces;true;979580005;BOA Closure
cr56f_closurelacesrf;cr56f_wpp_closure_laces;true;979580000;Eyelets
cr56f_closurelacesrf;cr56f_wpp_closure_laces;true;979580001;Hooks
cr56f_closurelacesrf;cr56f_wpp_closure_laces;true;979580002;D-Rings
cr56f_closurelacesrf;cr56f_wpp_closure_laces;true;979580003;Blind Eyelets
cr56f_closurelacesrf;cr56f_wpp_closure_laces;true;979580004;Buckle & Strap
cr56f_closurelacesrf;cr56f_wpp_closure_laces;true;979580005;BOA Closure
cr56f_closurevelcrostrapslf;cr56f_wpp_closure_velcro_straps;true;979580000;Return Velcro
cr56f_closurevelcrostrapslf;cr56f_wpp_closure_velcro_straps;true;979580001;Lap-Over Velcro
cr56f_closurevelcrostrapslf;cr56f_wpp_closure_velcro_straps;true;979580002;Single Hand Velcro
cr56f_closurevelcrostrapslf;cr56f_wpp_closure_velcro_straps;true;979580003;Velcro Seperate
cr56f_closurevelcrostrapsrf;cr56f_wpp_closure_velcro_straps;true;979580000;Return Velcro
cr56f_closurevelcrostrapsrf;cr56f_wpp_closure_velcro_straps;true;979580001;Lap-Over Velcro
cr56f_closurevelcrostrapsrf;cr56f_wpp_closure_velcro_straps;true;979580002;Single Hand Velcro
cr56f_closurevelcrostrapsrf;cr56f_wpp_closure_velcro_straps;true;979580003;Velcro Seperate
cr56f_extrapaddingontonguelf;cr56f_wpp_46810;true;979580000;4
cr56f_extrapaddingontonguelf;cr56f_wpp_46810;true;979580001;6
cr56f_extrapaddingontonguelf;cr56f_wpp_46810;true;979580002;8
cr56f_extrapaddingontonguelf;cr56f_wpp_46810;true;979580003;10
cr56f_extrapaddingontonguerf;cr56f_wpp_46810;true;979580000;4
cr56f_extrapaddingontonguerf;cr56f_wpp_46810;true;979580001;6
cr56f_extrapaddingontonguerf;cr56f_wpp_46810;true;979580002;8
cr56f_extrapaddingontonguerf;cr56f_wpp_46810;true;979580003;10
cr56f_lateralheelwidthlf;cr56f_wpp_110;true;979580001;1
cr56f_lateralheelwidthlf;cr56f_wpp_110;true;979580002;2
cr56f_lateralheelwidthlf;cr56f_wpp_110;true;979580003;3
cr56f_lateralheelwidthlf;cr56f_wpp_110;true;979580004;4
cr56f_lateralheelwidthlf;cr56f_wpp_110;true;979580005;5
cr56f_lateralheelwidthlf;cr56f_wpp_110;true;979580006;6
cr56f_lateralheelwidthlf;cr56f_wpp_110;true;979580007;7
cr56f_lateralheelwidthlf;cr56f_wpp_110;true;979580008;8
cr56f_lateralheelwidthlf;cr56f_wpp_110;true;979580009;9
cr56f_lateralheelwidthlf;cr56f_wpp_110;true;979580010;10
cr56f_lateralheelwidthrf;cr56f_wpp_110;true;979580001;1
cr56f_lateralheelwidthrf;cr56f_wpp_110;true;979580002;2
cr56f_lateralheelwidthrf;cr56f_wpp_110;true;979580003;3
cr56f_lateralheelwidthrf;cr56f_wpp_110;true;979580004;4
cr56f_lateralheelwidthrf;cr56f_wpp_110;true;979580005;5
cr56f_lateralheelwidthrf;cr56f_wpp_110;true;979580006;6
cr56f_lateralheelwidthrf;cr56f_wpp_110;true;979580007;7
cr56f_lateralheelwidthrf;cr56f_wpp_110;true;979580008;8
cr56f_lateralheelwidthrf;cr56f_wpp_110;true;979580009;9
cr56f_lateralheelwidthrf;cr56f_wpp_110;true;979580010;10
cr56f_lateraljointwidthlf;cr56f_wpp_110;true;979580001;1
cr56f_lateraljointwidthlf;cr56f_wpp_110;true;979580002;2
cr56f_lateraljointwidthlf;cr56f_wpp_110;true;979580003;3
cr56f_lateraljointwidthlf;cr56f_wpp_110;true;979580004;4
cr56f_lateraljointwidthlf;cr56f_wpp_110;true;979580005;5
cr56f_lateraljointwidthlf;cr56f_wpp_110;true;979580006;6
cr56f_lateraljointwidthlf;cr56f_wpp_110;true;979580007;7
cr56f_lateraljointwidthlf;cr56f_wpp_110;true;979580008;8
cr56f_lateraljointwidthlf;cr56f_wpp_110;true;979580009;9
cr56f_lateraljointwidthlf;cr56f_wpp_110;true;979580010;10
cr56f_lateraljointwidthrf;cr56f_wpp_110;true;979580001;1
cr56f_lateraljointwidthrf;cr56f_wpp_110;true;979580002;2
cr56f_lateraljointwidthrf;cr56f_wpp_110;true;979580003;3
cr56f_lateraljointwidthrf;cr56f_wpp_110;true;979580004;4
cr56f_lateraljointwidthrf;cr56f_wpp_110;true;979580005;5
cr56f_lateraljointwidthrf;cr56f_wpp_110;true;979580006;6
cr56f_lateraljointwidthrf;cr56f_wpp_110;true;979580007;7
cr56f_lateraljointwidthrf;cr56f_wpp_110;true;979580008;8
cr56f_lateraljointwidthrf;cr56f_wpp_110;true;979580009;9
cr56f_lateraljointwidthrf;cr56f_wpp_110;true;979580010;10
cr56f_lininglf;cr56f_lining;true;979580000;Leather
cr56f_lininglf;cr56f_lining;true;979580001;Synthetic Fur
cr56f_lininglf;cr56f_lining;true;979580002;Real Fur
cr56f_lininglf;cr56f_lining;true;979580003;Sympatex
cr56f_lininglf;cr56f_lining;true;979580004;Diabetic
cr56f_lininglf;cr56f_lining;true;979580005;Microfiber
